house_title	house_room	house_area	house_location	house_price
德邻雅筑 3室2厅 560万	3室2厅	108.03平米	宝安区	560万
君悦龙庭 精装五房 厅出阳台开间5米 朝南 赠送80平	5室2厅	138.32平米	龙岗区	695万
南二外小高层三房满五wei一 红本 节省交易时间和成本	3室2厅	105.33平米	南山区	1350万
林海山庄通透两房，满五年唯一红本在手	2室2厅	77.28平米	福田区	420万
鸿洲新都 南向三房 满五年家庭深圳唯一一套 没有欠款	3室1厅	80.42平米	南山区	515万
花语岸五房 精装修 满五唯一 红本在手	5室2厅	100.15平米	龙岗区	470万
城市明珠正规3加1房 红木精装修 看房方便	3室2厅	115.15平米	龙华区	475万
2012新社区 户型方正 正规小两房 年轻白领的选择	2室1厅	59.1平米	南山区	400万
新安湖花园  精装大两房 户型通透 中高楼层近灵芝站	2室2厅	69.1平米	宝安区	340万
业主诚心放卖，高层采光通透，景观优美	2室1厅	62.85平米	福田区	420万
南山海岸商圈，500买电梯大三房，满五唯一，税费少	3室1厅	90.58平米	南山区	538万
桃源居十三区满5年唯一看花园精装小3房	3室1厅	79.68平米	宝安区	380万
东南向大三房看小区花园海景满五年红本在手	3室2厅	128.14平米	福田区	880万
大运新城 中海康城两房 东南向 厅出阳台 税费少	2室1厅	76.01平米	龙岗区	310万
带大露台，看山景住家安静舒适，看房方便	3室2厅	133.02平米	宝安区	580万
蔚蓝海岸4期 2房 满五年家庭唯一 税费少	2室1厅	65.34平米	南山区	610万
深中旁 爱地花园二期 满两年 红本在手 端头位高楼层	3室2厅	78.59平米	龙岗区	305万
满5年不怕回南天2房，干净简洁 单边位置视野开阔	2室1厅	62.15平米	龙岗区	248万
少放量的东南向无遮挡海景三房！满二看房方便	3室1厅	82.38平米	南山区	800万
西岸173平经典三房 高楼层 看一线海景 看房方便满两年	3室2厅	172.68平米	南山区	2150万
阳光天健城4层顶楼复式 全观大运 3房3卫2厅1天台	4室2厅	49.72平米	龙岗区	630万
大社区 近皇岗公园 高楼层 南北通四房	4室2厅	162.21平米	福田区	1290万
此房满5年唯一住房免增值税和个税，红本在手，采光好	2室2厅	78.39平米	宝安区	310万
布心地铁口 精装小两房 小区安静 税费少 刚需之选	2室1厅	37.46平米	罗湖区	210万
万科城满5年精装大户型3房，看花园景观，朝南，安静	3室2厅	123.05平米	龙岗区	615万
半山海景兰溪谷二期 顶楼4层 中空复式 满5年 有车位	5室2厅	286.97平米	南山区	4500万
荣超花园 3室1厅 330万	3室1厅	89平米	龙岗区	330万
鸿翔花园满五免个税 精装5房 配套齐全带花园 中间位置	5室2厅	182.7平米	罗湖区	1380万
海滨假日，红本在手满两年 复式3房 对小区不临街。	3室1厅	47.4平米	盐田区	250万
丽湖花园 满五 精装 采光好 可拎包入住	3室2厅	80.85平米	龙岗区	255万
南向三楼位置，满五年，业主诚售，看房方便	3室2厅	89.34平米	龙华区	395万
四季花城二期 中间位置 高楼层电梯四房 通风采光极好	4室2厅	117.84平米	龙岗区	610万
房子东南朝向，送入户花园，客厅出阳台	4室2厅	170.51平米	南山区	2350万
布吉大芬地铁站怡康家园方正2房带阳台精装修业主自住	2室1厅	39.81平米	龙岗区	190万
旭景佳园一期正南3房位置安静，满五年。	3室2厅	89.38平米	龙岗区	405万
满五唯一红本，客厅主卧出阳台朝南，安静舒适正规三房	3室2厅	144.75平米	南山区	1820万
深云村南向高楼层三房地铁口车位充足	3室2厅	90.69平米	南山区	738万
今日推荐：金城华庭两房 南北通透 满五唯一 红本在手	2室2厅	61.7平米	罗湖区	480万
万科红一期三房 满五唯一 红本在手 安静看花园	3室2厅	98.72平米	龙岗区	510万
福田区 近地铁又口岸物业 温馨小3房方正实用	3室2厅	83.23平米	福田区	415万
翠园分校沃尔玛旁 满5年税费少 精装拎包自住	1室1厅	46.63平米	罗湖区	260万
春华精装实用三房，客厅带阳台，东南朝向看花园	3室2厅	73.54平米	龙华区	370万
星河时代花园 私家花园 大运体育馆旁 通透四房	4室1厅	132平米	龙岗区	555万
光彩新世纪家园 2室1厅 496万	2室1厅	69.51平米	南山区	496万
可园3+2户型，高楼层看花园，就近地铁 户型是通透格局	4室2厅	100.48平米	龙岗区	495万
中海月朗苑 3室2厅 560万	3室2厅	110平米	龙岗区	560万
玉雅居 2室1厅 380万	2室1厅	76.43平米	罗湖区	380万
经理推荐;爱地花园二期 精装四房，龙岗中 心 城	4室1厅	121.85平米	龙岗区	468万
住家型2房 小区中间位置  满二税少 高楼层 业主诚心卖	2室2厅	65.08平米	龙岗区	245万
宝安固戍中信社区 南北通透四居室出售	4室2厅	121.68平米	宝安区	625万
潜龙鑫茂花园一房一厅 阳台看花园位置安静	1室1厅	37.05平米	龙华区	220万
桂芳园六期 4室2厅 580万	4室2厅	89.74平米	龙岗区	580万
首地容御 4室1厅 1480万	4室1厅	155.67平米	南山区	1480万
皇庭世纪  大三房  东南向  特安静  精装  看房有钥匙	3室2厅	105.84平米	福田区	815万
中粮澜山 4室1厅 800万	4室1厅	137.07平米	宝安区	800万
星河时代花园　东南朝花园　业主住家装修　cocopark旁	3室2厅	85.79平米	龙岗区	520万
高楼层南北通双阳台南看花园北看高尔夫红本在手大四房	4室2厅	118.72平米	福田区	850万
壹方玖誉 满两年 超高楼层朝南看欢乐海岸 视野开阔	4室2厅	220.28平米	宝安区	2800万
万科金域华府看花园双拼 精装修 大阳台 看房方便	4室2厅	133.93平米	龙华区	960万
业主全新装修房未入住89双龙抱珠户型诚信出售，可谈	4室2厅	88.03平米	龙岗区	375万
振业城简装大四房，双主卧三卫四阳台	4室2厅	223.98平米	龙岗区	770万
佳华领汇广场 4室2厅 500万	4室2厅	88.94平米	龙岗区	500万
观海台 顶层大复式 安静南北通！	6室2厅	198.63平米	南山区	2380万
三个阳台带储物间格局好户型方正精装保养好诚售	3室2厅	89.58平米	龙华区	560万
锦绣花园一期 3室2厅 840万	3室2厅	120.37平米	南山区	840万
深中旁边 满5年唯一税费少南北通透 可改性大	4室2厅	117平米	龙岗区	433万
中洲华府 4室2厅 1200万	4室2厅	163平米	宝安区	1200万
南海玫瑰花园三期 花园洋房 海景房	5室2厅	147.55平米	南山区	1550万
金御半山一期5房样版房装修，正南向看小区泳池	5室2厅	143.33平米	龙岗区	980万
万科城联排别墅，户型改动的很棒，业主急售	6室2厅	159.4平米	龙岗区	1200万
振业峦山谷 2室1厅 225万	2室1厅	64.09平米	龙岗区	225万
香山里4+1一直空置有钥匙随时看房，东南向，看海景。	5室2厅	173.59平米	南山区	1450万
锦绣江南四期电梯复式！超高赠送面积！无增值税！	4室3厅	90.65平米	龙华区	560万
金泓凯旋城，罕 见三房两卫，三个阳台，格局方正通透	3室2厅	102.14平米	宝安区	830万
香山里花园双套间 看花园安静户型 中间楼层业主诚心卖	4室2厅	174.59平米	南山区	1500万
南向3+1房 中高楼层 视野好 满五唯一 红本在手	4室2厅	118.14平米	福田区	910万
低调的奢华与张扬—深度的品质追求！您值得拥有	1室1厅	41.04平米	福田区	245万
源兴居，满五年，交通便利，配套齐全	2室1厅	58.89平米	罗湖区	300万
深业双地铁物业 送60平方平台花园 两梯两户对流通透	3室2厅	120.67平米	宝安区	868万
此房满五唯一，税费少，二房都采光通风好！	2室1厅	65.6平米	龙岗区	268万
皇御苑二期，小两房，希望能装载你的深圳梦	2室1厅	60.62平米	福田区	390万
金城大厦 两房 靠里安静 采光可以 户型方正 交通方便	2室1厅	44.42平米	罗湖区	200万
深业新岸线三期 4室2厅 1400万	4室2厅	164.27平米	宝安区	1400万
蓝馨苑 1室0厅 218万	1室0厅	28.09平米	罗湖区	218万
175平4+1房3阳台，正南正北通透，业主诚心急售	4室2厅	174.67平米	南山区	1650万
东南向！高层-看世界之窗和高尔夫全景！户型很赞!	4室2厅	139.83平米	南山区	980万
宝中双地铁口，花园中间中空复式，阔绰大厅带总统套房	4室2厅	241.22平米	宝安区	1960万
紫荆苑 南北向三房二卫，停车位充足，业主诚心出售	3室2厅	112.95平米	福田区	780万
万象天成 2室2厅 240万	2室2厅	70.8平米	龙岗区	240万
万科公园6号 4室2厅 570万	4室2厅	125.34平米	龙岗区	570万
满五年，红本在手，客厅出阳台，采光好，安静宜居家	1室1厅	49.59平米	南山区	440万
金地海景翠堤湾 3室2厅 850万	3室2厅	110.56平米	福田区	850万
店长强烈推荐+聚宝花园+莲塘少有复式+顶楼大花园	5室2厅	164平米	罗湖区	985万
百合星城朝南大三房，满五年唯一，近地铁，名校物业	3室1厅	94.14平米	龙岗区	368万
高楼层看海景 原始格局 主卧可拓展	3室2厅	96.59平米	宝安区	569万
龙华365花园3房   税费低  采光通风好  业主急卖	3室2厅	99.92平米	龙华区	415万
宝体站 次新毛坯房 红本在手 总价低 过户快 品牌物业	3室1厅	79.34平米	宝安区	580万
万科物业 公园小区 精装三居室  停车位充足 随时看房	3室2厅	88.11平米	龙岗区	405万
南国丽园  精致小三房 东南向 满五年红本在手诚心出售	3室2厅	75.77平米	龙华区	380万
万科里城精装两房保养好小区环境好	2室2厅	69.85平米	龙岗区	395万
锦冠华城朝南两房满五年税费少，两梯四户 很凉快	2室1厅	75.18平米	龙岗区	270万
万科清林径二期 万科精装两房 厅侧出阳台 采光佳 满5	2室1厅	79.2平米	龙岗区	255万
百合山庄 2室2厅 330万	2室2厅	76.2平米	龙岗区	330万
梅林一村十二区 3室1厅 550万	3室1厅	90.43平米	福田区	550万
佳兆业城市广场一期 4室2厅 680万	4室2厅	122.57平米	龙岗区	680万
蔚蓝海岸一期，经典3房，业主诚意出售	3室1厅	79.23平米	南山区	730万
大芬地铁口，南北通三房，满五年税费少	3室1厅	83.75平米	龙岗区	310万
懿花园 3室2厅 500万	3室2厅	85.13平米	龙华区	500万
精装修东南向看花园 高楼层采光好 双卫生间双阳台	3室2厅	84.59平米	龙岗区	475万
国贸地铁口 粤海花园 两房一厅 高层朝南	2室1厅	66.55平米	罗湖区	268万
百仕达东郡 精装修 方正两房 满2年 税费少 近公园地铁	2室1厅	78.24平米	罗湖区	510万
帝港海湾豪园 2室2厅 470万	2室2厅	63.11平米	福田区	470万
高楼层 住家2房 视野好 满5年 近地铁 诚心卖	2室1厅	72.26平米	龙岗区	305万
深圳海航城 3室2厅 325万	3室2厅	85.21平米	龙岗区	325万
【地铁口物业】鹏丽大厦 户型方正 诚心出售 随时看房	2室2厅	80.15平米	福田区	410万
车公庙嘉葆润金座2房，高层看海，满2年，装修好	2室1厅	49.81平米	福田区	390万
新亚洲花园 2室1厅 300万	2室1厅	80.3平米	龙岗区	300万
荣超花园 2室1厅 250万	2室1厅	70.38平米	龙岗区	250万
松坪村梅苑 2室1厅 368万	2室1厅	60.59平米	南山区	368万
浪琴半岛 4室2厅 1750万	4室2厅	173.01平米	南山区	1750万
南粤明珠海洋之心 3室2厅 900万	3室2厅	119.25平米	南山区	900万
畔山花园 精装两房 户型方正 满五年 红本在手	2室1厅	77.55平米	罗湖区	330万
嘉葆润金座 2室1厅 380万	2室1厅	47.91平米	福田区	380万
满两年，装修保养好，诚心放卖！	2室1厅	55.95平米	罗湖区	420万
上河坊复式，已改两房，满两年，南北通，看山景。	2室1厅	40.82平米	龙华区	298万
华裕花园 3室2厅 560万	3室2厅	108.82平米	罗湖区	560万
长怡花园 4室2厅 1180万	4室2厅	123.8平米	福田区	1180万
富怡雅居 3室1厅 1160万	3室1厅	117.15平米	福田区	1160万
龙华区满五唯一大三房，楼梯房中楼层，装修保养好。	3室2厅	87.54平米	龙华区	380万
熙和园，精装三居室，采光充足，朝南，龙岗中 心 城	3室2厅	70.8平米	龙岗区	399万
龙华区苹果园小改两房，满五年唯一，自住精装看房方便	1室1厅	43.05平米	龙华区	195万
五洲星苑 精装两房 客厅出阳台 采光视野好 诚心卖	2室2厅	75.99平米	福田区	540万
满五年，税费少，业主赎楼，成熟大社区居家环境好。	2室2厅	72.06平米	龙华区	345万
《锦绣御园》精装小三房强势来袭单价是亮点	3室2厅	88.18平米	龙华区	465万
缇香名苑 3室2厅 900万	3室2厅	98.07平米	福田区	900万
房子满五年唯一，红本在手，户型方正，通风效果好。	4室2厅	89.31平米	福田区	620万
嘉御山满两年聚焦房装修采光视野都很好的不可错过房源	2室2厅	71.67平米	龙岗区	410万
劲嘉龙园印象，满两年，住家精装修，保养很好，诚售。	2室1厅	47.58平米	龙岗区	189万
星河时代 3室2厅 475万	3室2厅	89.48平米	龙岗区	475万
桐景花园大两房 高层视野好 精装温馨 满二年总价低	2室2厅	74.9平米	罗湖区	355万
布吉大芬地铁站知春里小区2房改3房，南北通透满五年！	3室2厅	72.73平米	龙岗区	285万
新洲大厦，满五唯一，红本在手，税费少，楼层高	2室2厅	91.92平米	福田区	395万
阳台朝南 采光充足，简单装修，户型方正使用率高	2室1厅	60.5平米	福田区	375万
泰华俊庭 2室1厅 348万	2室1厅	58.71平米	宝安区	348万
满五唯一，红本在手，不是普通的独门独户，门口送平台	2室1厅	47.6平米	宝安区	280万
满五唯一，高楼层，业主自住保养好	3室2厅	68.53平米	龙岗区	406万
鼎太风华四期南北通透三房 带大露台 高层视野开阔	3室2厅	114.74平米	南山区	960万
中信红树湾 户型方正 采光好....	4室2厅	237.17平米	南山区	2390万
中海物业 双地铁正规三房2卫 南向多层精装修 诚心卖	3室1厅	89.75平米	宝安区	548万
一手业主诚心出售三加一户型全南采光南北对流干净舒适	3室2厅	91.21平米	福田区	610万
花半里别馆精装两房，看山景，拎包入住！	2室1厅	66.78平米	罗湖区	320万
万象新天 3室1厅 425万	3室1厅	63.35平米	宝安区	425万
布吉万科公园里 红本在手  精装修  东南朝向	3室2厅	78.46平米	龙岗区	368万
高层，视野好，厅出大阳台，少有户型放售	1室1厅	37.26平米	宝安区	280万
福民大厦 3室2厅 500万	3室2厅	90.91平米	福田区	500万
顶层复式带15平米露台，业主诚心出售	4室2厅	101.66平米	福田区	610万
双阳台户型 看翠竹山景 中间楼层 保养好 满二年	2室2厅	68.58平米	罗湖区	365万
地铁口  可改三房   配套齐全   急售	2室2厅	70.36平米	龙岗区	265万
铂金时代两房一厅  大阳台   满三年   中高层朝西南	2室1厅	64.31平米	罗湖区	320万
丽晶国际 3室2厅 625万	3室2厅	89.9平米	宝安区	625万
诺德假日花园 3室1厅 750万	3室1厅	79.84平米	南山区	750万
南北向三房 厅出阳台采光好视野开阔 红本在手满五唯一	3室1厅	96.51平米	福田区	610万
深业水岸复试，一线湖景。业主诚心出售。	5室2厅	228.4平米	宝安区	2000万
帝港海湾豪园 2室2厅 465万	2室2厅	66.77平米	福田区	465万
【经理强力推荐】厅出阳台，看房随时，业主诚心出售	2室2厅	54.72平米	龙岗区	215万
高层南向两房 安静舒适 户型方正  通风采光好	2室1厅	61.12平米	福田区	435万
云顶嘉园 沃尔玛楼上  满5唯一 舒适温馨 精装大两房	2室1厅	70.24平米	宝安区	368万
尚书苑 精装三房 户型方正实用 通风采光佳 送大露台	3室2厅	86.22平米	福田区	540万
星海名城大2房 东向 中间楼层 采光通风好视野开阔	2室2厅	78.51平米	南山区	520万
可乐园3房 满五年唯一  230万拎包入住	3室1厅	35.73平米	龙华区	220万
韵动家园 1室1厅 265万	1室1厅	41.26平米	福田区	265万
方正两房满五唯一  格局合理 户型利用空间好	2室2厅	63.75平米	福田区	385万
房子满5年，税费少，户型方正，带装修，通风性好	3室2厅	89.04平米	龙华区	680万
万科物业精装三房！南北通透！滿五红本！税少刚需户型	3室1厅	70.66平米	龙岗区	410万
阳光里雅居 正规三房 配套齐全 看房有钥匙	3室2厅	62.86平米	南山区	580万
南天一花园电梯两房中间位置安静	2室2厅	87平米	福田区	920万
达海花园 4室2厅 600万	4室2厅	121.64平米	宝安区	600万
书香门第名苑 3室2厅 562万	3室2厅	84.56平米	龙华区	562万
澳城花园二期，满五唯一红本在手，西南朝向，高层4房	4室2厅	88.12平米	南山区	1498万
"星河传奇,中间楼层南向，新交楼物业户型方正实用"	4室2厅	86.79平米	龙华区	625万
深外附属+深高东海花园居家四房 看花园 看房方便	4室2厅	169.93平米	福田区	2100万
梅林一村十三区 3室2厅 610万	3室2厅	97.03平米	福田区	610万
宏轩大厦 1室1厅 365万	1室1厅	44.32平米	福田区	365万
金地梅陇镇 南向三房 连体大阳台 满五年可免个税	3室2厅	89.94平米	龙华区	500万
整个小区就这一套，前后双花园！三房可改五房6米挑高	4室2厅	122.71平米	宝安区	880万
百仕达红树西岸 4室1厅 2800万	4室1厅	190.19平米	南山区	2800万
嘉御山五期，精装4房，看花园，位置安静，诚心出售	4室2厅	88.6平米	龙岗区	595万
欧景城 神奇复式4房 可租4000 带大平台 上实验 税费少	4室1厅	56.64平米	龙岗区	240万
香诗美林 中层三房 正南向大阳台	3室2厅	93.58平米	福田区	795万
近地铁口，满五年唯一，业主自住，看房方便。	3室2厅	63.52平米	宝安区	380万
大信花园满五年唯一，楼下是花园泳池 不临街，楼层佳	2室1厅	71.64平米	龙华区	325万
翰岭院两房 南向双阳台 中楼层	2室1厅	76.58平米	福田区	550万
80平最靓3房，居家装修，南北通透，满五年唯一红本	3室2厅	80.65平米	宝安区	575万
满五年少税 精装修2房 离地铁口500米 拎包入住	2室1厅	51.65平米	龙岗区	235万
丽湖花园朝南方正两房，满五年唯一物业，少税，精装修	2室2厅	56.86平米	龙岗区	230万
南北通透四房，满两年，城心出售，有钥匙随时可看	4室2厅	89.41平米	龙华区	870万
信义嘉御山四房三卫两厅复式房，通风好，采光好	4室1厅	85.36平米	龙岗区	598万
信义嘉御山复式四房三卫  精装修  看花园  位置安静	4室2厅	85.36平米	龙岗区	590万
布吉尚峰4房 满二年  东南朝向 视野好  无西晒房间	4室2厅	89.81平米	龙岗区	480万
满二 华南师大附属 阳台朝南 高层采光好   随时看房	4室2厅	88.51平米	龙岗区	680万
2013年新社区，高层户型，近地铁位置，业主诚售！	4室2厅	81.74平米	福田区	650万
高楼层刚需型3+1房拎包入住低总价	3室1厅	150.78平米	南山区	1300万
玮鹏花园 2室2厅 618万	2室2厅	76.19平米	福田区	618万
此房满五唯一红本，东南向南北通透，无西晒，安静看海	3室2厅	106.58平米	福田区	868万
两条地铁 独门独户 南北通透  双卫  保养好  少有户型	3室2厅	88.31平米	宝安区	620万
中爱花园 安静标准两房 满五年 业主自己住的保养好	2室1厅	57.22平米	南山区	365万
翰岭院稀有朝南向正规3房，满五年唯一，带大阳台！	3室2厅	84.61平米	福田区	590万
房子满五年深圳就这一套房，朝南向，安静户型，精装修	2室1厅	76.51平米	福田区	510万
华茂苑南向两房 主体朝南 中间楼层	2室2厅	73平米	福田区	420万
桃源村三期 地铁四站车公庙 高楼层观景 朝南少税三房	3室1厅	83.21平米	南山区	515万
罗湖金鼎大厦 最笋一房 双地铁繁华地段 业主急卖	1室1厅	42.56平米	罗湖区	198万
今日推荐：螺岭 金城华庭朝南两房 满两年 精装修自住	2室1厅	62.34平米	罗湖区	480万
香诗美林南北 高楼层 海景房 随时看房 满五唯一红本	2室2厅	79.98平米	福田区	655万
满五唯一，高档装修，样板房来袭！双学未用！	3室1厅	66.22平米	罗湖区	598万
滨海之窗 优质3+1房 带固定车位 安静朝南 看花园	3室2厅	114.69平米	南山区	1360万
科技园松坪村三期看花园大2房，中间楼层， 看房方便	2室1厅	59.12平米	南山区	385万
新德家园，东南两房，厅出阳台，看空中花园，满五红本	2室2厅	75.85平米	南山区	550万
福田会展旁 花园大社区 南向两房 温馨装修 住家舒适	2室1厅	65.63平米	福田区	350万
万科红精装两房，东南向客厅出阳台，业主诚卖随时签约	2室2厅	61.53平米	龙岗区	350万
雍翠华府 通透户型 中间楼层 中等装修 看房方便！	2室1厅	51.47平米	罗湖区	273万
风和日丽花园满五唯一业主自住两房	2室2厅	70.45平米	龙华区	295万
满五唯一，中高楼层，视野，采光，通风，看了都知道	2室1厅	60.36平米	南山区	380万
龙岗万科隔壁风临域标准4房可改5房。	4室2厅	113.13平米	龙岗区	499万
振业城精装 大复试 视野开阔 无遮挡 安静 税少	6室2厅	342.74平米	龙岗区	1400万
圣莫丽斯花园洋房，适合居家，位置安静，采光视野好！	4室2厅	216.14平米	龙华区	2600万
满5年家庭一套住宅，红本在手中间楼层无遮挡采光好	2室2厅	48.37平米	宝安区	282万
南朝向，动静分区，布局合理，景观视野无遮挡。	2室2厅	67.26平米	龙岗区	278万
万象新园 南山地铁站花园社区 近海雅百货	2室1厅	78.46平米	南山区	480万
布吉万科红二期舒适大两房，带两个大阳台，精装自住房	2室1厅	71.64平米	龙岗区	388万
诚意急售南北通透125平大三房	3室2厅	124.7平米	南山区	1300万
星海名城六期 3室1厅 1030万	3室1厅	123.05平米	南山区	1030万
缇香名苑双阳台，厅出大阳台，主卧出阳台，红本5年	3室2厅	131平米	福田区	1150万
大山地精装东南向3房 安静客厅出阳台 保养采光好	3室2厅	82.43平米	龙岗区	332万
红本在手，精装修，高楼层朝南看海景	3室1厅	92.56平米	福田区	650万
福泉花园 精装修3房 高层采光通风好	3室2厅	80.63平米	福田区	420万
水榭春天三期，精品4+1房，红本在手，诚心出售。	4室2厅	113.79平米	龙华区	900万
7号线桃源村站 中爱花园 60平米经典东南两居随时看房	2室1厅	59.61平米	南山区	410万
尚书苑 一房可改两房 高楼层 视野开阔 交通便利 诚售	2室1厅	43.06平米	福田区	320万
地铁口物业，带入户三房，通风采光好，业主诚心卖	3室2厅	93.29平米	龙岗区	435万
进门带入户 低总价两房 少见高楼层房源 满五年	2室1厅	78.51平米	龙岗区	390万
珑门 3室1厅 335万	3室1厅	81.6平米	龙华区	335万
金地梅陇镇三期 三居室 南北通透 满五年 采光充足	3室2厅	87.1平米	龙华区	450万
海珑华苑正南向三房 厅出阳台 满五唯一 螺岭可用	3室2厅	80.23平米	罗湖区	450万
越海家园 3室2厅 870万	3室2厅	114.64平米	福田区	870万
中海康城国际一期 3室2厅 309万	3室2厅	74.1平米	龙岗区	309万
新一代 朝南看空中花园 满两年 装修保养好 扩了阳台	1室1厅	41.58平米	南山区	280万
信和 满五年唯一红本在手 原始格局 保养好 客厅出阳台	2室1厅	71.81平米	南山区	490万
龙华美丽365花园罕见端头复试四房 带私立花园上下二层	4室1厅	88.91平米	龙华区	430万
商圈推介，御景东方，优质三房，高楼层，朝南	3室2厅	118.92平米	南山区	1300万
小户型精装修 近水贝地铁 朝南 高楼层 IBC背后	2室1厅	48.61平米	罗湖区	198万
大社区标杆 通透户型大五房两厅双卫 客厅出阳台南北通	5室2厅	167.25平米	龙岗区	860万
百仕达商圈 闹中取静总价低，业主诚售三房两卫	3室2厅	104.2平米	罗湖区	515万
布吉木棉湾地铁 灏景明苑 正规一房一厅 居家装修	1室1厅	41.07平米	龙岗区	178万
纯住宅高楼层东南向通燃气满二红本可租4K-4.5K	1室0厅	38.94平米	南山区	230万
满五唯一， 高楼层，视野开阔，采光充足，精装保养好	3室1厅	78.37平米	龙华区	498万
荷坳地铁水晶之城电梯3房2卫 满五唯一红本在手 税费少	3室2厅	100.46平米	龙岗区	365万
精装四房 户型方正 看小区花园  客厅带大阳台	4室2厅	144.34平米	宝安区	1150万
精装三房 户型方正 朝南  客厅带大阳台	3室2厅	110.62平米	宝安区	1100万
大三房，户型好，业主诚心卖，看房方便。	3室2厅	111.84平米	龙华区	620万
布吉老街 标准大两房 满五年唯一 业主诚心卖 看房方便	2室1厅	75.7平米	龙岗区	290万
锦绣园3房两卫 红本满五年 主人房带空中花园 精装修	3室1厅	91.64平米	龙岗区	450万
三房 赠送双层入户    高楼层  视野开阔	3室2厅	73.53平米	龙华区	380万
皇庭世纪，正规一房，安静看花园，无遮挡景观好。	1室1厅	44.33平米	福田区	318万
5号线布心站 东南向两房 装修保养好 挑高3米9！	2室1厅	65.65平米	罗湖区	340万
颐林雅院标准两房低楼层南向装修好业主诚心出售	2室2厅	75.53平米	福田区	430万
舒适两房，客厅正出阳台，满五年红本。	2室1厅	75.85平米	龙华区	395万
馨园二期朝南两居 采光好 业主换房诚心出售	2室2厅	73.58平米	龙华区	355万
信义假日名城四期锦绣园 3室1厅 410万	3室1厅	91.58平米	龙岗区	410万
龙岗横岗锦冠华城精装三房朝南采光足视野好	3室2厅	96.84平米	龙岗区	340万
书香门第，精装小两房，诚心出售	2室2厅	43.51平米	龙华区	320万
嘉御山五期 精装4房 东南向 看花园 安静采光好	4室2厅	88.84平米	龙岗区	600万
海航城 89精装3房2卫  满2年少量欠款 业主诚心出售	3室1厅	89.18平米	龙岗区	360万
茂业城 大芬 沃尔玛 光线好 费用低 石芽岭公园	1室1厅	40.1平米	龙岗区	126万
万科第五园大四房 满五红本唯一 税费少流程快 有钥匙	4室2厅	175.46平米	龙岗区	999万
中海康城满五年且唯一住房，南向精装保养好，可自赎楼	3室2厅	87.26平米	龙岗区	355万
总价低，无个税，装修好，诚心卖，哪里找？看这套	3室2厅	87.86平米	龙岗区	413万
南海大厦 2室2厅 480万	2室2厅	67.75平米	南山区	480万
地铁口物业 富通天骏 一手业主在售两房 带电梯 无欠款	2室1厅	74.38平米	龙华区	360万
星河时代 06户型东南朝向 满五唯一税费低 随时可看	3室1厅	89.16平米	龙岗区	480万
高品质高追求 心仪三房 东南向看山景 配有天虹沃尔玛	3室2厅	89.16平米	龙岗区	408万
【满五唯一】悦城花园 精装2房 户型方正	2室1厅	72.09平米	龙岗区	265万
碧湖玫瑰园 满5年且家庭一套住房 花园中间	3室1厅	88.56平米	龙岗区	315万
满五唯一红本在手，业主诚心出售，视野无遮挡采光充足	3室2厅	77.1平米	龙华区	588万
雅仕荔景苑 一般装修 交通便利 配套完善	3室2厅	86.45平米	南山区	575万
华侨城，观深圳湾海景，视野好，采光好，红本在手	3室2厅	113.19平米	南山区	768万
竹盛花园三期高层唯一在卖正南向三房，满五红本在手	3室1厅	89.7平米	福田区	750万
福田高铁站旁边 城中雅苑南北通透三加一房 景观好安静	3室2厅	138.23平米	福田区	1300万
合正名园 4室2厅 830万	4室2厅	124.22平米	福田区	830万
中粮锦云 3室2厅 610万	3室2厅	86.29平米	宝安区	610万
君悦龙庭 3室2厅 520万	3室2厅	110.33平米	龙岗区	520万
碧海富通城二期 4室2厅 880万	4室2厅	150.66平米	宝安区	880万
富通城四期 单本证大四房 价格低 通透户型 客厅出阳台	4室2厅	134.26平米	宝安区	750万
前排独栋，无遮挡，三层中空复式，300平米，满五唯一	7室3厅	193.08平米	宝安区	1350万
万科大户型，露台改五房，有装修直接入住	5室2厅	89平米	龙华区	850万
一梯两户南北通位置安静，红本免个税，电梯房精装修	3室2厅	86.48平米	福田区	615万
皇庭香格里花园 2室2厅 460万	2室2厅	67.14平米	南山区	460万
新上四季山水二期大4房  2年精装修 高使用率  看山景	4室2厅	149.42平米	福田区	1300万
满五年 朝向好 高楼层 安静三房 西南向	3室2厅	116.19平米	南山区	620万
桂芳园八期 2室1厅 280万	2室1厅	54.65平米	龙岗区	280万
世纪春城四期3+1户型，中间楼层，户型方正	3室2厅	111.84平米	龙华区	610万
碧海富通城三期 3室1厅 430万	3室1厅	53.32平米	宝安区	430万
科苑学里花园景观大三房，诚心出售。	3室2厅	114.19平米	南山区	930万
怡龙枫景园 2室2厅 275万	2室2厅	75.08平米	龙岗区	275万
金海岸大厦 1室1厅 265万	1室1厅	38.61平米	南山区	265万
可改小两房，高层看花园，视野广阔，安静，满两年了。	1室1厅	42.94平米	龙华区	188万
万象汇旁 可园七期南向 三梯三户 满五年红本 看花园	2室2厅	70.38平米	龙岗区	350万
华清园复式三房 高层视野开阔看东湖水库 业主诚售	3室1厅	74.33平米	罗湖区	325万
地铁7号线  桃源村站  满五年三房  看房方便  单价低	3室2厅	93.13平米	南山区	460万
万科城情景洋房，带大露台，朝南，有钥匙，看房方便	3室2厅	70.24平米	龙岗区	485万
信义假日名城三期菁华园 2室1厅 296万	2室1厅	64.05平米	龙岗区	296万
